product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last,optical_code_Encoded,optical_code_numerical_only,optical_code_numerical_only_Encoded,colorimetrie,transparency,teinte,colorimetrie_Encoded,transparency_Encoded,teinte_Encoded,longeur_mm,height,height_encoded
carton_grand,False,260,B088019,False,False,False,False,2024-11-14 14:42:52.067805,2024-11-14 14:42:52.204706,1752.0,088019,3062.0,B,088,019,2,88.0,19.0,304.22,"[0, 40]",1
carton_grand,False,269,B052011,False,False,False,False,2024-11-14 14:54:48.331326,2024-11-14 14:54:48.392522,798.0,052011,1795.0,B,052,011,2,52.0,11.0,135.99,"[0, 40]",1
bouteille_b,False,75,W009004,True,True,True,False,2024-11-14 14:47:28.840050,2024-11-14 14:47:28.869945,3497.0,009004,74.0,W,009,004,0,9.0,4.0,66.43,"[110, 200]",4
dechet,False,70,W057017,True,False,False,False,2024-11-14 14:50:00.008365,2024-11-14 14:50:00.035795,4046.0,057017,2052.0,W,057,017,0,57.0,17.0,60.96,"[40, 70]",2
yaourt,False,75,W064010,True,False,False,False,2024-11-14 14:47:24.302066,2024-11-14 14:47:24.332748,4074.0,064010,2379.0,W,064,010,0,64.0,10.0,68.18,"[40, 70]",2
tetrapak,False,67,B063013,True,False,False,False,2024-11-14 14:49:22.163659,2024-11-14 14:49:22.198591,1137.0,063013,2336.0,B,063,013,2,63.0,13.0,77.63,"[40, 70]",2
dechet,False,81,B030049,True,True,False,False,2024-11-14 14:56:03.940746,2024-11-14 14:56:03.967953,292.0,030049,694.0,B,030,049,2,30.0,49.0,60.46,"[70, 110]",3
carton_grand,False,353,B042013,False,False,False,False,2024-11-14 14:57:12.525550,2024-11-14 14:57:12.613924,503.0,042013,1258.0,B,042,013,2,42.0,13.0,196.39,"[0, 40]",1
carton_petit,False,93,B095027,True,True,False,False,2024-11-14 14:55:01.242758,2024-11-14 14:55:01.284213,1897.0,095027,3208.0,B,095,027,2,95.0,27.0,92.12,"[70, 110]",3
bouteille_b,False,67,W013004,True,True,False,False,2024-11-14 14:47:07.307022,2024-11-14 14:47:07.420173,3542.0,013004,146.0,W,013,004,0,13.0,4.0,251.45,"[70, 110]",3
yaourt,False,65,W050010,False,False,False,False,2024-11-14 14:55:32.531030,2024-11-14 14:55:32.549532,3981.0,050010,1692.0,W,050,010,0,50.0,10.0,41.12,"[0, 40]",1
bouteille_t,False,80,T033074,True,False,False,False,2024-11-14 14:41:38.322981,2024-11-14 14:41:38.427289,2726.0,033074,833.0,T,033,074,1,33.0,74.0,231.8,"[40, 70]",2
journal,False,308,B048050,True,True,True,False,2024-11-14 14:56:45.698846,2024-11-14 14:56:45.703273,691.0,048050,1598.0,B,048,050,2,48.0,50.0,9.84,"[110, 200]",4
dechet,False,151,B017042,True,True,False,False,2024-11-14 14:43:56.923498,2024-11-14 14:43:56.966332,92.0,017042,253.0,B,017,042,2,17.0,42.0,95.19,"[70, 110]",3
yaourt,False,67,W051012,True,False,False,False,2024-11-14 14:41:51.516442,2024-11-14 14:41:51.536246,3991.0,051012,1750.0,W,051,012,0,51.0,12.0,44.01,"[40, 70]",2
canette,True,61,S039006,True,False,False,False,2024-11-14 14:54:25.971314,2024-11-14 14:54:25.992786,2506.0,039006,1091.0,S,039,006,3,39.0,6.0,47.72,"[40, 70]",2
journal,False,338,B047029,False,False,False,False,2024-11-14 14:53:21.111319,2024-11-14 14:53:21.258983,651.0,047029,1533.0,B,047,029,2,47.0,29.0,328.14,"[0, 40]",1
tetrapak,False,48,B081017,True,True,False,False,2024-11-14 14:55:15.529204,2024-11-14 14:55:15.570830,1598.0,081017,2899.0,B,081,017,2,81.0,17.0,92.5,"[70, 110]",3
yaourt,False,89,W032006,True,False,False,False,2024-11-14 14:46:39.590872,2024-11-14 14:46:39.618993,3736.0,032006,755.0,W,032,006,0,32.0,6.0,62.49,"[40, 70]",2
carton_petit,False,65,B096016,True,True,False,False,2024-11-14 14:54:51.798659,2024-11-14 14:54:51.840803,1906.0,096016,3217.0,B,096,016,2,96.0,16.0,93.65,"[70, 110]",3
dechet,False,132,B016050,True,False,False,False,2024-11-14 14:47:40.158469,2024-11-14 14:47:40.199527,81.0,016050,233.0,B,016,050,2,16.0,50.0,91.24,"[40, 70]",2
bouteille_t,False,78,T050101,True,True,True,False,2024-11-14 14:51:58.480975,2024-11-14 14:51:58.507568,3096.0,050101,1734.0,T,050,101,1,50.0,101.0,59.1,"[110, 200]",4
bouteille_t,False,85,T039065,True,True,False,False,2024-11-14 14:52:27.145039,2024-11-14 14:52:27.241441,2838.0,039065,1125.0,T,039,065,1,39.0,65.0,214.23,"[70, 110]",3
conserve,True,63,S032005,True,True,False,False,2024-11-14 14:45:20.342091,2024-11-14 14:45:20.379351,2452.0,032005,754.0,S,032,005,3,32.0,5.0,82.8,"[70, 110]",3
carton_grand,False,6,B075018,True,True,True,True,2024-11-14 14:54:16.228973,2024-11-14 14:54:16.298121,1470.0,075018,2750.0,B,075,018,2,75.0,18.0,153.66,>= 200,5
conserve,True,69,S023005,True,True,False,False,2024-11-14 14:45:24.863763,2024-11-14 14:45:24.898639,2379.0,023005,426.0,S,023,005,3,23.0,5.0,77.5,"[70, 110]",3
canette,True,47,S019004,True,False,False,False,2024-11-14 14:46:27.412846,2024-11-14 14:46:27.452504,2348.0,019004,295.0,S,019,004,3,19.0,4.0,88.13,"[40, 70]",2
tetrapak,False,56,B068011,True,True,False,False,2024-11-14 14:50:45.814774,2024-11-14 14:50:45.851772,1291.0,068011,2532.0,B,068,011,2,68.0,11.0,82.22,"[70, 110]",3
carton_grand,False,6,B101015,True,True,True,True,2024-11-14 14:47:27.178961,2024-11-14 14:47:27.290987,1985.0,101015,3296.0,B,101,015,2,101.0,15.0,248.95,>= 200,5
conserve,True,99,S038005,True,True,True,False,2024-11-14 14:53:13.525828,2024-11-14 14:53:13.561622,2497.0,038005,1038.0,S,038,005,3,38.0,5.0,79.54,"[110, 200]",4
yaourt,False,34,W040013,True,True,False,False,2024-11-14 14:49:59.389811,2024-11-14 14:49:59.421015,3859.0,040013,1155.0,W,040,013,0,40.0,13.0,69.34,"[70, 110]",3
bouteille_t,False,62,T045124,True,True,True,True,2024-11-14 14:57:13.042898,2024-11-14 14:57:13.081076,2988.0,045124,1459.0,T,045,124,1,45.0,124.0,84.84,>= 200,5
bouteille_t,False,77,T056107,True,True,True,False,2024-11-14 14:44:33.796093,2024-11-14 14:44:33.827365,3224.0,056107,2038.0,T,056,107,1,56.0,107.0,69.49,"[110, 200]",4
tetrapak,False,59,B093012,True,False,False,False,2024-11-14 14:54:23.810208,2024-11-14 14:54:23.831177,1844.0,093012,3155.0,B,093,012,2,93.0,12.0,46.6,"[40, 70]",2
bouteille_t,False,85,T037082,True,True,False,False,2024-11-14 14:51:31.072487,2024-11-14 14:51:31.121293,2798.0,037082,1019.0,T,037,082,1,37.0,82.0,108.46,"[70, 110]",3
conserve,True,159,S017005,True,True,False,False,2024-11-14 14:49:03.075612,2024-11-14 14:49:03.130046,2336.0,017005,241.0,S,017,005,3,17.0,5.0,120.96,"[70, 110]",3
bouteille_t,False,187,T034102,True,False,False,False,2024-11-14 14:48:32.448467,2024-11-14 14:48:32.482159,2748.0,034102,884.0,T,034,102,1,34.0,102.0,74.87,"[40, 70]",2
conserve,True,88,S022003,True,True,False,False,2024-11-14 14:47:18.446666,2024-11-14 14:47:18.472018,2368.0,022003,390.0,S,022,003,3,22.0,3.0,56.34,"[70, 110]",3
canette,True,99,S046003,True,True,False,False,2024-11-14 14:48:14.066510,2024-11-14 14:48:14.095611,2546.0,046003,1466.0,S,046,003,3,46.0,3.0,64.67,"[70, 110]",3
conserve,True,78,S022005,True,True,False,False,2024-11-14 14:55:40.972248,2024-11-14 14:55:41.016447,2370.0,022005,392.0,S,022,005,3,22.0,5.0,98.22,"[70, 110]",3
bouteille_b,False,84,W011004,True,True,False,False,2024-11-14 14:54:39.703576,2024-11-14 14:54:39.733966,3520.0,011004,105.0,W,011,004,0,11.0,4.0,67.53,"[70, 110]",3
journal,False,299,B063062,False,False,False,False,2024-11-14 14:48:51.598551,2024-11-14 14:48:51.716515,1159.0,063062,2360.0,B,063,062,2,63.0,62.0,262.14,"[0, 40]",1
tetrapak,False,66,B071010,True,False,False,False,2024-11-14 14:44:30.416491,2024-11-14 14:44:30.436936,1365.0,071010,2632.0,B,071,010,2,71.0,10.0,45.43,"[40, 70]",2
carton_grand,False,3,B100018,True,True,True,False,2024-11-14 14:51:27.774493,2024-11-14 14:51:27.914900,1973.0,100018,3284.0,B,100,018,2,100.0,18.0,312.02,"[110, 200]",4
bouteille_b,False,163,W002005,True,False,False,False,2024-11-14 14:42:20.445384,2024-11-14 14:42:20.473302,3444.0,002005,7.0,W,002,005,0,2.0,5.0,62.04,"[40, 70]",2
bouteille_t,False,215,T045090,True,True,False,False,2024-11-14 14:55:18.495540,2024-11-14 14:55:18.523696,2982.0,045090,1453.0,T,045,090,1,45.0,90.0,62.57,"[70, 110]",3
bouteille_b,False,72,W009005,True,True,True,False,2024-11-14 14:48:35.780315,2024-11-14 14:48:35.817229,3498.0,009005,75.0,W,009,005,0,9.0,5.0,82.03,"[110, 200]",4
carton_grand,False,3,B081015,True,True,True,True,2024-11-14 14:43:33.166094,2024-11-14 14:43:33.314578,1596.0,081015,2897.0,B,081,015,2,81.0,15.0,329.96,>= 200,5
bouteille_t,False,252,T060077,True,False,False,False,2024-11-14 14:56:37.524627,2024-11-14 14:56:37.551440,3285.0,060077,2232.0,T,060,077,1,60.0,77.0,59.58,"[40, 70]",2
canette,True,88,S034006,True,False,False,False,2024-11-14 14:56:50.064047,2024-11-14 14:56:50.103388,2468.0,034006,849.0,S,034,006,3,34.0,6.0,87.42,"[40, 70]",2
bouteille_t,False,173,T028075,False,False,False,False,2024-11-14 14:53:47.577831,2024-11-14 14:53:47.610096,2648.0,028075,618.0,T,028,075,1,28.0,75.0,71.7,"[0, 40]",1
tetrapak,False,83,B058011,True,False,False,False,2024-11-14 14:42:03.199512,2024-11-14 14:42:03.227143,974.0,058011,2100.0,B,058,011,2,58.0,11.0,61.4,"[40, 70]",2
carton_grand,False,240,B082018,False,False,False,False,2024-11-14 14:47:48.373792,2024-11-14 14:47:48.492173,1626.0,082018,2928.0,B,082,018,2,82.0,18.0,263.07,"[0, 40]",1
yaourt,False,57,W011007,True,True,False,False,2024-11-14 14:44:07.583230,2024-11-14 14:44:07.617706,3523.0,011007,108.0,W,011,007,0,11.0,7.0,76.61,"[70, 110]",3
dechet,False,103,T043084,True,False,False,False,2024-11-14 14:51:04.399117,2024-11-14 14:51:04.422282,2930.0,043084,1333.0,T,043,084,1,43.0,84.0,51.48,"[40, 70]",2
carton_petit,False,116,B069009,True,True,False,False,2024-11-14 14:50:44.582517,2024-11-14 14:50:44.620368,1315.0,069009,2566.0,B,069,009,2,69.0,9.0,84.11,"[70, 110]",3
yaourt,False,53,W044008,True,False,False,False,2024-11-14 14:46:22.468684,2024-11-14 14:46:22.489937,3908.0,044008,1356.0,W,044,008,0,44.0,8.0,47.23,"[40, 70]",2
carton_petit,False,86,B117039,True,True,False,False,2024-11-14 14:48:34.891167,2024-11-14 14:48:34.937538,2192.0,117039,3504.0,B,117,039,2,117.0,39.0,103.05,"[70, 110]",3
yaourt,False,61,W030004,True,False,False,False,2024-11-14 14:49:35.147219,2024-11-14 14:49:35.166393,3705.0,030004,674.0,W,030,004,0,30.0,4.0,42.61,"[40, 70]",2
bouteille_b,False,211,W005005,True,True,False,False,2024-11-14 14:46:03.059058,2024-11-14 14:46:03.090836,3464.0,005005,31.0,W,005,005,0,5.0,5.0,70.62,"[70, 110]",3
bouteille_t,False,64,T061123,True,False,False,False,2024-11-14 14:51:22.364727,2024-11-14 14:51:22.453883,3309.0,061123,2287.0,T,061,123,1,61.0,123.0,198.12,"[40, 70]",2
conserve,True,57,S034005,True,True,False,False,2024-11-14 14:41:24.916067,2024-11-14 14:41:24.943949,2467.0,034005,848.0,S,034,005,3,34.0,5.0,61.96,"[70, 110]",3
tetrapak,False,41,B073011,True,True,False,False,2024-11-14 14:45:56.437594,2024-11-14 14:45:56.470771,1418.0,073011,2690.0,B,073,011,2,73.0,11.0,73.73,"[70, 110]",3
conserve,True,90,S043004,True,True,False,False,2024-11-14 14:44:13.229534,2024-11-14 14:44:13.273006,2530.0,043004,1298.0,S,043,004,3,43.0,4.0,96.6,"[70, 110]",3
tetrapak,False,79,B058015,True,True,False,False,2024-11-14 14:55:01.123693,2024-11-14 14:55:01.143347,978.0,058015,2104.0,B,058,015,2,58.0,15.0,43.68,"[70, 110]",3
conserve,True,99,S032008,True,True,False,False,2024-11-14 14:46:27.895525,2024-11-14 14:46:27.932064,2455.0,032008,757.0,S,032,008,3,32.0,8.0,81.2,"[70, 110]",3
carton_petit,False,70,B119021,True,True,False,False,2024-11-14 14:43:45.330360,2024-11-14 14:43:45.368919,2207.0,119021,3519.0,B,119,021,2,119.0,21.0,85.69,"[70, 110]",3
yaourt,False,52,W033007,True,True,False,False,2024-11-14 14:47:19.003913,2024-11-14 14:47:19.031237,3750.0,033007,800.0,W,033,007,0,33.0,7.0,60.72,"[70, 110]",3
bouteille_t,False,51,T049076,True,False,False,False,2024-11-14 14:55:40.663311,2024-11-14 14:55:40.711906,3071.0,049076,1672.0,T,049,076,1,49.0,76.0,107.99,"[40, 70]",2
carton_petit,False,86,B063037,True,True,False,False,2024-11-14 14:55:05.078477,2024-11-14 14:55:05.117504,1152.0,063037,2351.0,B,063,037,2,63.0,37.0,86.73,"[70, 110]",3
bouteille_b,False,51,W009006,True,False,False,False,2024-11-14 14:42:55.910105,2024-11-14 14:42:55.960227,3499.0,009006,76.0,W,009,006,0,9.0,6.0,111.38,"[40, 70]",2
bouteille_t,False,53,T046115,True,True,True,False,2024-11-14 14:52:06.608284,2024-11-14 14:52:06.646930,3009.0,046115,1510.0,T,046,115,1,46.0,115.0,85.88,"[110, 200]",4
bouteille_t,False,79,T058117,True,True,True,False,2024-11-14 14:41:58.678981,2024-11-14 14:41:58.707243,3260.0,058117,2148.0,T,058,117,1,58.0,117.0,62.8,"[110, 200]",4
carton_petit,False,51,B086007,True,True,False,False,2024-11-14 14:47:24.139688,2024-11-14 14:47:24.193056,1699.0,086007,3008.0,B,086,007,2,86.0,7.0,118.6,"[70, 110]",3
yaourt,False,42,W033009,True,True,False,False,2024-11-14 14:41:43.443258,2024-11-14 14:41:43.468793,3752.0,033009,802.0,W,033,009,0,33.0,9.0,56.74,"[70, 110]",3
dechet,False,51,T045048,True,False,False,False,2024-11-14 14:50:58.669625,2024-11-14 14:50:58.701567,2971.0,045048,1432.0,T,045,048,1,45.0,48.0,70.98,"[40, 70]",2
bouteille_b,False,61,W011006,True,True,False,False,2024-11-14 14:41:29.839563,2024-11-14 14:41:29.858813,3522.0,011006,107.0,W,011,006,0,11.0,6.0,42.78,"[70, 110]",3
conserve,True,84,S023003,True,True,False,False,2024-11-14 14:54:37.930996,2024-11-14 14:54:37.972194,2377.0,023003,424.0,S,023,003,3,23.0,3.0,91.55,"[70, 110]",3
canette,True,39,S035007,True,True,False,False,2024-11-14 14:44:57.127940,2024-11-14 14:44:57.153173,2477.0,035007,893.0,S,035,007,3,35.0,7.0,56.07,"[70, 110]",3
tetrapak,False,73,B058005,True,False,False,False,2024-11-14 14:50:45.140507,2024-11-14 14:50:45.165828,968.0,058005,2094.0,B,058,005,2,58.0,5.0,56.27,"[40, 70]",2
bouteille_t,False,58,T041055,True,False,False,False,2024-11-14 14:44:11.339758,2024-11-14 14:44:11.431891,2879.0,041055,1218.0,T,041,055,1,41.0,55.0,204.74,"[40, 70]",2
carton_petit,False,109,B112027,True,True,False,False,2024-11-14 14:54:18.748912,2024-11-14 14:54:18.796902,2150.0,112027,3462.0,B,112,027,2,112.0,27.0,106.64,"[70, 110]",3
bouteille_b,False,154,W008006,True,True,False,False,2024-11-14 14:55:24.404122,2024-11-14 14:55:24.426974,3488.0,008006,61.0,W,008,006,0,8.0,6.0,50.78,"[70, 110]",3
dechet,False,5,B060025,True,True,True,False,2024-11-14 14:53:32.226975,2024-11-14 14:53:32.314775,1049.0,060025,2211.0,B,060,025,2,60.0,25.0,195.11,"[110, 200]",4
bouteille_b,False,154,W006006,True,True,False,False,2024-11-14 14:54:34.147677,2024-11-14 14:54:34.185829,3472.0,006006,41.0,W,006,006,0,6.0,6.0,84.78,"[70, 110]",3
carton_petit,False,117,B077019,True,True,False,False,2024-11-14 14:50:36.987709,2024-11-14 14:50:37.025652,1521.0,077019,2806.0,B,077,019,2,77.0,19.0,84.32,"[70, 110]",3
tetrapak,False,83,B086011,True,False,False,False,2024-11-14 14:48:35.389798,2024-11-14 14:48:35.419708,1703.0,086011,3012.0,B,086,011,2,86.0,11.0,66.47,"[40, 70]",2
dechet,False,84,B014070,True,True,False,False,2024-11-14 14:41:02.256046,2024-11-14 14:41:02.287738,61.0,014070,185.0,B,014,070,2,14.0,70.0,70.43,"[70, 110]",3
dechet,False,206,B122022,False,False,False,False,2024-11-14 14:50:45.978220,2024-11-14 14:50:46.070326,2226.0,122022,3538.0,B,122,022,2,122.0,22.0,204.68,"[0, 40]",1
yaourt,False,45,W019007,True,False,False,False,2024-11-14 14:50:56.627101,2024-11-14 14:50:56.644770,3593.0,019007,298.0,W,019,007,0,19.0,7.0,39.26,"[40, 70]",2
canette,True,45,S028006,True,False,False,False,2024-11-14 14:56:57.627604,2024-11-14 14:56:57.646521,2423.0,028006,594.0,S,028,006,3,28.0,6.0,42.04,"[40, 70]",2
tetrapak,False,48,B071011,True,True,False,False,2024-11-14 14:43:03.581308,2024-11-14 14:43:03.599706,1366.0,071011,2633.0,B,071,011,2,71.0,11.0,40.88,"[70, 110]",3
carton_petit,False,97,B092035,True,True,False,False,2024-11-14 14:45:17.733275,2024-11-14 14:45:17.773192,1835.0,092035,3146.0,B,092,035,2,92.0,35.0,88.7,"[70, 110]",3
yaourt,False,51,W036005,True,False,False,False,2024-11-14 14:43:34.089988,2024-11-14 14:43:34.115419,3790.0,036005,929.0,W,036,005,0,36.0,5.0,56.51,"[40, 70]",2
bouteille_t,False,108,T062144,True,True,False,False,2024-11-14 14:54:09.404090,2024-11-14 14:54:09.471926,3319.0,062144,2328.0,T,062,144,1,62.0,142.0,150.75,"[70, 110]",3
canette,True,81,S030007,True,False,False,False,2024-11-14 14:42:52.566448,2024-11-14 14:42:52.598822,2439.0,030007,677.0,S,030,007,3,30.0,7.0,71.94,"[40, 70]",2
dechet,False,68,B030052,True,True,False,False,2024-11-14 14:53:56.911760,2024-11-14 14:53:56.958317,293.0,030052,695.0,B,030,052,2,30.0,52.0,103.46,"[70, 110]",3
bouteille_b,False,143,W007006,True,True,False,False,2024-11-14 14:53:14.808563,2024-11-14 14:53:14.840711,3479.0,007006,49.0,W,007,006,0,7.0,6.0,71.44,"[70, 110]",3
tetrapak,False,61,B073009,True,False,False,False,2024-11-14 14:43:27.831435,2024-11-14 14:43:27.855080,1416.0,073009,2688.0,B,073,009,2,73.0,9.0,52.54,"[40, 70]",2
bouteille_b,False,59,W009004,True,True,True,True,2024-11-14 14:45:43.290732,2024-11-14 14:45:43.324728,3497.0,009004,74.0,W,009,004,0,9.0,4.0,75.55,>= 200,5
carton_grand,False,338,B051018,False,False,False,False,2024-11-14 14:48:28.558772,2024-11-14 14:48:28.658308,774.0,051018,1754.0,B,051,018,2,51.0,18.0,221.19,"[0, 40]",1
tetrapak,False,92,B035009,True,False,False,False,2024-11-14 14:51:15.693714,2024-11-14 14:51:15.731455,359.0,035009,895.0,B,035,009,2,35.0,9.0,83.87,"[40, 70]",2
conserve,True,134,S031006,True,True,False,False,2024-11-14 14:54:10.707696,2024-11-14 14:54:10.733374,2446.0,031006,716.0,S,031,006,3,31.0,6.0,57.06,"[70, 110]",3
conserve,True,77,S027003,True,True,False,False,2024-11-14 14:50:02.457350,2024-11-14 14:50:02.496154,2411.0,027003,552.0,S,027,003,3,27.0,3.0,86.23,"[70, 110]",3
yaourt,False,69,W054009,True,True,False,False,2024-11-14 14:56:32.333664,2024-11-14 14:56:32.351902,4016.0,054009,1891.0,W,054,009,0,54.0,9.0,40.53,"[70, 110]",3
canette,True,62,S029006,True,True,True,False,2024-11-14 14:44:53.881659,2024-11-14 14:44:53.904299,2431.0,029006,637.0,S,029,006,3,29.0,6.0,50.31,"[110, 200]",4
yaourt,False,50,W065003,True,False,False,False,2024-11-14 14:56:22.876593,2024-11-14 14:56:22.891283,4076.0,065003,2415.0,W,065,003,0,65.0,3.0,32.64,"[40, 70]",2
tetrapak,False,46,B056006,True,False,False,False,2024-11-14 14:51:10.000106,2024-11-14 14:51:10.030116,905.0,056006,1995.0,B,056,006,2,56.0,6.0,66.69,"[40, 70]",2
carton_petit,False,100,B128025,True,False,False,False,2024-11-14 14:54:38.570600,2024-11-14 14:54:38.615190,2256.0,128025,3568.0,B,128,025,2,128.0,25.0,99.09,"[40, 70]",2
dechet,False,82,B018045,True,True,False,False,2024-11-14 14:56:47.908994,2024-11-14 14:56:47.950962,108.0,018045,279.0,B,018,045,2,18.0,45.0,93.26,"[70, 110]",3
bouteille_b,False,65,W010005,True,True,True,False,2024-11-14 14:53:03.428022,2024-11-14 14:53:03.461598,3510.0,010005,91.0,W,010,005,0,10.0,5.0,74.61,"[110, 200]",4
canette,True,77,S037007,True,False,False,False,2024-11-14 14:54:34.360055,2024-11-14 14:54:34.395522,2491.0,037007,986.0,S,037,007,3,37.0,7.0,78.82,"[40, 70]",2
bouteille_b,False,68,W009003,True,True,True,True,2024-11-14 14:41:13.219143,2024-11-14 14:41:13.249350,3496.0,009003,73.0,W,009,003,0,9.0,3.0,67.13,>= 200,5
journal,False,341,B036045,True,True,True,True,2024-11-14 14:53:15.796120,2024-11-14 14:53:15.800855,385.0,036045,953.0,B,036,045,2,36.0,45.0,10.52,>= 200,5
canette,True,80,S043005,True,False,False,False,2024-11-14 14:44:26.504376,2024-11-14 14:44:26.533934,2531.0,043005,1299.0,S,043,005,3,43.0,5.0,65.68,"[40, 70]",2
bouteille_t,False,145,T028092,False,False,False,False,2024-11-14 14:51:53.128192,2024-11-14 14:51:53.152683,2651.0,028092,623.0,T,028,092,1,28.0,92.0,54.42,"[0, 40]",1
conserve,True,91,S019005,True,True,False,False,2024-11-14 14:56:20.967315,2024-11-14 14:56:21.011913,2349.0,019005,296.0,S,019,005,3,19.0,5.0,99.11,"[70, 110]",3
dechet,False,53,W022016,True,False,False,False,2024-11-14 14:50:12.119319,2024-11-14 14:50:12.147833,3617.0,022016,401.0,W,022,016,0,22.0,16.0,63.36,"[40, 70]",2
tetrapak,False,78,B051010,True,False,False,False,2024-11-14 14:47:56.310336,2024-11-14 14:47:56.337699,768.0,051010,1748.0,B,051,010,2,51.0,10.0,60.81,"[40, 70]",2
carton_petit,False,81,B065009,True,True,False,False,2024-11-14 14:49:10.859661,2024-11-14 14:49:10.894018,1206.0,065009,2420.0,B,065,009,2,65.0,9.0,76.35,"[70, 110]",3
bouteille_t,False,171,T060083,True,False,False,False,2024-11-14 14:50:53.561821,2024-11-14 14:50:53.592792,3287.0,060083,2235.0,T,060,083,1,60.0,83.0,68.82,"[40, 70]",2
canette,True,72,S032003,True,True,False,False,2024-11-14 14:46:08.771868,2024-11-14 14:46:08.794826,2450.0,032003,752.0,S,032,003,3,32.0,3.0,51.02,"[70, 110]",3
conserve,True,81,S012005,True,False,False,False,2024-11-14 14:43:13.708771,2024-11-14 14:43:13.755705,2305.0,012005,130.0,S,012,005,3,12.0,5.0,104.3,"[40, 70]",2
bouteille_t,False,67,T049042,True,True,True,True,2024-11-14 14:41:12.167643,2024-11-14 14:41:12.202925,3065.0,049042,1656.0,T,049,042,1,49.0,42.0,78.4,>= 200,5
journal,False,356,B036037,False,False,False,False,2024-11-14 14:57:38.115796,2024-11-14 14:57:38.279212,379.0,036037,947.0,B,036,037,2,36.0,37.0,363.15,"[0, 40]",1
journal,False,11,B047060,True,True,True,True,2024-11-14 14:53:24.601377,2024-11-14 14:53:24.741040,669.0,047060,1552.0,B,047,060,2,47.0,60.0,310.36,>= 200,5
canette,True,41,S033003,False,False,False,False,2024-11-14 14:56:55.815649,2024-11-14 14:56:55.860729,2457.0,033003,796.0,S,033,003,3,33.0,3.0,100.18,"[0, 40]",1
carton_petit,False,78,B081014,True,True,False,False,2024-11-14 14:55:21.433521,2024-11-14 14:55:21.466475,1595.0,081014,2896.0,B,081,014,2,81.0,14.0,73.23,"[70, 110]",3
canette,True,48,S047004,True,True,False,False,2024-11-14 14:54:27.273585,2024-11-14 14:54:27.327726,2551.0,047004,1514.0,S,047,004,3,47.0,4.0,120.31,"[70, 110]",3
